time,x,y,z
25.0,0.0062,0.393,0.9195
25.2,-0.184,0.9803,0.0722
25.4,-0.3489,0.1682,0.9219
25.6,-0.4993,-0.0978,-0.8609
25.8,-0.775,0.4523,0.4414
26.0,-0.7776,0.4405,-0.4486
26.2,0.265,0.3792,0.8866
26.4,0.8303,-0.4961,0.2541
26.6,0.034,0.5276,-0.8488
26.8,-0.4287,-0.6458,0.6318
27.0,-0.2537,0.9576,0.1368
27.2,0.4972,0.3156,0.8082
27.4,0.3355,0.0457,-0.9409
27.6,-0.2804,0.5423,-0.792
27.8,-0.6058,-0.2945,-0.7391
28.0,-0.5297,0.1876,0.8272
28.2,-0.4474,0.8906,-0.0814
28.4,-0.9926,0.1099,0.0514
28.6,0.2246,-0.3631,0.9043
28.8,0.143,-0.3201,-0.9365
29.0,-0.0705,-0.3816,0.9216
29.2,0.409,-0.665,-0.6249
29.4,-0.7191,-0.2647,-0.6426
29.6,0.0485,-0.0312,0.9983
29.8,0.29,-0.4291,0.8554
30.0,0.43,0.4087,0.805
